ID,EDUCATION,ECONMIC
P00850344,2,0
P00850365,2,1
P00850468,2,1
P00850495,2,0
P00850513,5,
P00850519,2,0
P00850645,2,0
P00850673,2,0
P00850707,2,0
P00850715,2,1
P00850717,2,0
P00850718,2,0
P00850723,2,0
P00850730,1,0
P00850747,2,0
P00850803,1,0
P00850832,2,0
P00850864,4,0
P00850880,3,1
P00850885,3,1
P00850892,5,
P00850917,3,0
P00850928,3,0
P00850930,2,0
P00850937,3,0
P00850938,1,0
P00850969,2,2
P00850981,2,0
P00850983,2,1
P00850986,2,0
P00851021,2,0
P00851030,2,0
P00851048,2,0
P00851105,4,0
P00851106,3,0
P00851108,5,0
P00851121,3,1
P00851126,2,1
P00851148,4,0
P00851150,3,0
P00851165,1,0
P00851170,2,1
P00851175,4,0
P00851189,3,1
P00851193,3,1
P00851196,4,0
P00851242,1,
P00851270,3,1
P00851293,3,1
P00851306,3,0
P00851312,3,0
P00851329,3,1
P00851332,3,1
P00851355,1,0
P00851358,3,0
P00851391,3,1
P00851394,4,0
P00851415,4,0
P00851442,3,1
P00851463,1,0
P00851482,3,0
P00851495,3,0
P00851520,2,0
P00851531,3,1
P00851534,3,0
P00851541,4,0
P00851547,3,0
P00851599,3,1
P00851602,3,0
P00851610,2,0
P00851611,3,0
P00851623,3,0
P00851626,2,1
P00851642,3,0
P00851644,3,0
P00851678,2,
P00851697,3,0
P00851719,1,0
P00851726,2,0
P00851735,3,0
P00851759,3,0
P00851763,1,0
P00851805,5,1
P00851837,1,0
P00851845,3,0
P00851849,3,0
P00851931,2,0
P00851951,2,0
P00851953,2,1
P00851954,4,0
P00851957,2,3
P00851960,4,1
P00851961,5,0
P00851969,2,1
P00851972,5,0
P00851989,2,0
P00852001,2,0
P00852023,2,0
P00852028,2,0
P00852050,3,1
P00852066,3,0
P00852088,4,0
P00852104,5,0
P00852119,3,1
P00852127,3,0
P00852128,2,1
P00852136,3,1
P00852153,3,1
P00852172,2,0
P00852185,3,0
P00852199,3,1
P00852216,2,0
P00852259,4,0
P00852283,2,0
P00852303,3,0
P00852304,2,0
P00852307,1,
P00852331,2,0
P00852358,3,0
P00852391,2,0
P00852399,2,0
P00852423,5,1
P00852479,2,0
P00852491,5,0
P00852496,1,0
P00852507,3,0
P00852508,5,0
P00852515,3,0
P00852525,3,0
P00852527,3,1
P00852561,2,0
P00852569,2,0
P00852576,3,1
P00852614,3,1
P00852615,2,0
P00852621,6,0
P00852636,5,0
P00852640,5,0
P00852661,3,1
P00852705,3,1
P00852712,2,0
P00852714,2,0
P00852720,3,1
P00852722,2,0
P00852740,2,1
P00852743,3,1
P00852820,3,0
P00852855,3,1
P00852859,2,
P00852864,5,0
P00852873,3,0
P00852886,3,0
P00852898,3,0
P00852903,2,0
P00852906,3,1
P00852912,3,0
P01188304,4,0
P00852920,3,1
P00852921,2,0
P00852922,5,0
P00852925,2,1
P00852935,5,0
P00852938,4,1
P00852944,2,2
P00852953,6,1
P00852971,2,1
P00852980,3,0
P00852981,2,0
P00852986,2,0
P00852998,3,0
P00853000,5,0
P00853009,2,0
P00853021,5,0
P00853058,2,1
P00853061,2,0
P00853067,5,0
P00853070,3,2
P00853086,4,0
P00853108,1,0
P00853109,3,0
P00853113,3,0
P00853126,2,0
P00853144,2,1
P00853151,3,0
P00853152,1,0
P00853156,1,0
P00853200,5,0
P00853205,3,0
P00853211,2,1
P00853228,3,2
P00853243,1,0
P00853284,3,0
P00853291,1,0
P00853307,2,0
P00853309,2,1
P00853323,3,0
P00853324,3,0
P00853325,3,0
P00853339,2,0
P00853341,3,0
P00853352,2,0
P00853384,3,0
P00853394,2,0
P00853421,1,0
P00853436,5,0
P00853447,1,0
P00853450,4,1
P00853457,6,0
P00853458,1,0
P00853479,1,0
P00853501,2,1
P00853509,3,0
P00853510,2,1
P00853518,3,0
P00853527,3,0
P00853530,5,0
P00853533,2,1
P00853536,3,0
P00853537,4,1
P00853555,1,0
P00853566,1,0
P00853571,3,0
P00853613,3,0
P00853632,2,0
P00853648,2,1
P00853677,4,1
P00853712,4,1
P00853722,3,0
P00853727,2,0
P00853734,2,0
P00853736,2,0
P00853742,2,0
P00853744,5,0
P00853754,2,1
P00853762,5,0
P00853774,3,1
P00853795,3,1
P00853820,2,0
P00853824,3,1
P00853829,3,0
P00853835,3,0
P00853839,3,0
P00853840,3,0
P00853845,2,0
P00853855,2,1
P00853858,2,0
P00853860,2,0
P00853890,3,0
P00853892,1,0
P00853907,3,0
P00853921,2,0
P00853940,3,0
P00853952,3,0
P00853965,2,0
P00853967,3,0
P00853971,3,0
P00853973,3,0
P00853974,3,0
P00853978,2,0
P00853979,2,0
P00853983,2,0
P00854003,2,1
P00854005,3,0
P00854009,1,0
P00854012,4,0
P00854049,3,0
P00854057,2,0
P00854067,5,0
P00854069,3,0
P00854112,3,0
P00854118,2,0
P00854123,2,0
P00854143,3,0
P00854154,2,0
P00854161,3,0
P00854210,3,0
P00854211,3,0
P00854236,2,0
P00854252,4,1
P00854259,4,0
P00854266,3,0
P00854268,2,0
P00854270,3,0
P00854279,2,0
P00854319,2,0
P00854331,1,0
P00854337,3,0
P00854341,1,0
P00854344,1,0
P00854351,1,0
P00854353,1,0
P00854354,2,1
P00854382,3,0
P00854387,4,1
P00854389,3,0
P00854391,3,0
P00854393,3,0
P00854400,3,0
P00854401,3,0
P00854402,2,
P00854409,3,0
P00854418,4,1
P00854420,3,0
P00854454,1,1
P00854458,3,0
P00854461,2,0
P00854462,3,1
P00854470,2,0
P00854481,3,3
P00854490,3,2
P00854492,2,0
P00854517,2,0
P00854555,2,2
P00854562,2,0
P00854584,2,0
P00854595,3,3
P00854601,1,0
P00854604,2,0
P00854620,4,0
P00854627,3,3
P00854651,5,1
P00854661,4,0
P00854666,4,1
P00854674,3,0
P00854685,2,2
P00854719,2,0
P00854725,2,0
P00854734,3,0
P00854740,4,1
P00854741,1,0
P00854742,4,1
P00854747,2,0
P00854770,5,0
P00854779,3,3
P00854783,4,0
P00854791,2,0
P00854796,4,0
P00854800,4,0
P00854804,3,
P00854805,2,0
P00854812,2,0
P00854817,2,
P00854822,2,3
P00854828,3,
P00854842,3,
P00854849,2,0
P00854850,3,0
P00854858,3,0
P00854872,3,0
P00854897,3,0
P00854900,3,0
P00854904,2,0
P00854914,3,0
P00854925,2,0
P00854948,3,
P00854954,2,2
P00854966,2,2
P00854969,2,0
P00854970,1,1
P00854981,4,0
P00854985,1,3
P00854988,3,1
P00854994,3,1
P00854996,3,0
P00855031,3,0
P00855037,3,0
P00855045,1,0
P00855059,2,0
P00855065,3,0
P00855073,3,0
P00855075,4,1
P00855076,4,1
P00855078,1,0
P00855086,2,0
P00855096,2,1
P00855097,4,3
P00855102,4,1
P00855111,2,0
P00855113,3,2
P00855147,3,0
P00855148,2,1
P00855160,5,0
P00855195,2,0
P00855218,3,0
P00855223,3,0
P00855224,7,1
P00855267,3,0
P00855288,2,0
P00855295,1,1
P00855297,5,0
P00855302,2,2
P00855313,4,0
P00855325,5,0
P00855336,2,2
P00855342,2,2
P00855361,5,0
P00855377,2,
P00855385,7,1
P00855392,5,0
P00855398,2,0
P00855399,2,2
P00855401,5,0
P00855405,1,
P00855417,3,0
P00855418,1,1
P00855420,4,0
P00855423,3,0
P00855438,2,2
P00855442,2,1
P00855457,3,2
P00855467,3,2
P00855473,2,0
P00855474,1,0
P00855478,5,1
P00855479,2,2
P00855489,2,0
P00855491,4,1
P00855499,2,1
P00855523,3,0
P00855537,3,2
P00855557,3,0
P00855558,3,0
P00855559,3,2
P00855561,4,1
P00855571,3,0
P00855601,1,0
P00855608,3,2
P00855623,3,0
P00855668,3,0
P00855673,3,0
P00855684,3,0
P00855705,3,0
P00855710,2,0
P00855723,3,0
P00855725,3,1
P00855752,3,0
P00855791,3,0
P00855797,2,1
P00855806,2,1
P00855811,3,1
P00855822,3,0
P00855853,2,1
P00855859,2,0
P00855892,3,0
P00855955,2,0
P00855962,3,0
P00855964,1,0
P00855975,3,0
P00855979,3,0
P00855983,3,0
P00855990,2,1
P00855992,2,0
P00855996,2,1
P00856004,2,1
P00856034,3,0
P00856085,3,0
P00856133,2,1
P00856144,2,0
P00856164,4,0
P00856180,4,0
P00856182,3,1
P00856189,4,1
P00856193,3,1
P00856207,2,0
P00856212,2,1
P00856215,2,0
P00856224,2,0
P00856230,3,1
P00856242,2,0
P00856252,3,0
P00856258,2,1
P00856331,2,0
P00856445,2,0
P00856462,2,0
P00856465,2,0
P00856471,2,0
P00856490,2,0
P00856501,5,0
P00856502,2,0
P00856505,5,
P00856521,2,0
P01252985,3,0
P01253059,3,1
P01253086,2,1
P01253099,3,0
P00856540,2,0
P00856541,1,1
P01253115,5,
P01253123,5,1
P01253165,5,0
P01253184,3,0
P00856601,5,2
P00856622,3,0
P00856629,2,0
P00856642,2,0
P00856652,2,0
P00856662,2,0
P00856678,2,0
P00856683,2,0
P00856710,2,0
P00856721,3,0
P00856725,3,
P00856733,3,1
P00856748,1,0
P00856755,3,0
P00856757,3,0
P00856788,2,0
P00856806,3,1
P00856829,2,0
P00856857,2,2
P00856876,2,1
P00856902,2,0
P00856905,3,0
P00856912,3,1
P00856922,3,0
P00856928,1,0
P00856945,3,1
P00856958,3,0
P00856961,4,0
P00856962,3,0
P00856971,2,1
P00857035,3,0
P00857040,2,0
P00857058,4,1
P00857102,1,0
P00857108,2,0
P00857136,2,0
P00857162,2,2
P00857176,2,0
P00857199,3,0
P00857207,2,0
P00857223,2,0
P00857242,2,0
P00857246,2,0
P00857250,2,1
P00857315,5,2
P00857332,2,0
P00857334,3,1
P00857346,3,0
P00857380,2,0
P00857392,4,1
P00857456,2,0
P00857473,2,0
P00857520,5,0
P00857545,2,0
P00857553,2,0
P00857588,2,0
P00857602,2,0
P00857636,2,0
P00857663,1,0
P00857681,2,0
P00857712,1,0
P01274828,5,0
P01345479,7,0
P01274848,3,0
P00857726,3,0
P00857749,3,0
P00857756,3,0
P00857757,5,0
P00857787,3,0
P00857812,2,0
P00857852,2,1
P00857863,1,0
P00857954,3,0
P00857961,4,1
P00857962,3,0
P00857973,2,0
P00857977,2,1
P00857987,2,0
P00858001,3,0
P00858004,3,0
P00858005,2,0
P00858007,2,0
P00858027,3,0
P00858056,1,0
P00858059,2,1
P00858069,2,0
P00858082,2,0
P00858092,1,0
P00858110,3,2
P00858113,2,0
P00858119,1,0
P00858126,1,0
P00858129,2,0
P00858132,2,0
P00858138,1,0
P00858159,3,0
P00858161,7,0
P00858167,2,0
P00858189,2,0
P00858194,3,0
P00858198,2,0
P00858232,2,0
P00858235,1,0
P00858243,1,0
P00858250,2,0
P00858252,4,1
P00858262,3,1
P00858269,1,0
P00858288,2,0
P00858289,3,0
P00858319,5,0
P00858328,5,0
P00858336,1,
P00858343,1,0
P00858346,1,0
P00858355,3,1
P00858369,5,1
P00858384,4,0
P00858385,1,0
P00858406,3,1
P00858425,3,0
P00858445,3,2
P00858447,3,0
P00858449,3,0
P00858497,3,0
P00858509,3,2
P00858511,3,0
P00858514,3,1
P00858527,2,0
P00858534,7,0
P00858538,2,1
P00858574,2,0
P00858607,2,0
P00858614,3,0
P00858623,2,0
P00858656,3,3
P00858657,3,0
P00858672,3,1
P00858673,2,0
P00858685,3,0
P00858711,3,3
P00858714,2,0
P00858738,2,0
P00858750,3,0
P00858755,2,0
P00858774,2,1
P00858783,5,0
P00858804,4,0
P00858820,3,0
P00858828,3,1
P00858840,3,1
P00858843,3,0
P00858846,4,0
P00858851,3,0
P00858871,4,0
P00858875,4,0
P00858876,4,1
P00858881,5,1
P00858886,3,1
P00858905,2,3
P00858907,5,0
P00858921,5,1
P00858929,5,0
P00858936,3,1
P00858952,3,1
P00858956,3,0
P00858958,3,0
P00858985,3,0
P00858986,5,0
P00858989,4,1
P00858990,2,0
P00858996,2,0
P00858997,5,0
P00858998,2,0
P00859001,3,0
P00859032,3,1
P00859033,3,0
P00859039,5,0
P00859052,2,0
P00859061,2,1
P00859067,4,1
P00859073,3,0
P00859091,2,0
P00859093,5,0
P00859098,3,0
P00859134,2,0
P00859136,2,0
P00859154,3,0
P00859175,3,0
P00859183,2,0
P00859191,2,0
P00859199,3,0
P00859202,2,0
P00859213,2,0
P00859222,2,0
P00859228,2,0
P00859237,1,0
P00859260,2,0
P00859282,2,0
P00859306,3,0
P00859307,2,0
P00859393,5,0
P00859401,5,0
P00859408,2,0
P00859409,3,0
P00859421,2,1
P00859423,2,0
P00859436,2,0
P00859441,3,0
P00859447,3,0
P00859491,3,0
P00859494,3,0
P01296864,4,2
P00859556,3,0
P00859562,2,
P00859577,3,0
P00859587,2,0
P00859593,3,0
P00859596,4,1
P00859622,2,0
P00859634,2,0
P00859635,2,3
P00859639,3,0
P00859650,3,0
P00859661,1,2
P00859691,1,0
P00859701,2,
P00859703,2,0
P00859743,2,0
P00859781,2,0
P00859798,3,0
P00859801,2,0
P00859808,2,0
P00859810,2,0
P00859818,3,0
P00859822,3,1
P00859833,4,0
P00859834,2,2
P00859861,3,0
P00859921,3,0
P00859939,3,0
P00859943,1,1
P00859955,3,0
P00859971,2,0
P00859984,2,0
P00859985,2,0
P00860002,1,0
P00860009,2,0
P00860020,2,2
P00860021,3,0
P00860036,4,1
P00860044,2,2
P00860046,4,1
P00860054,3,0
P00860095,1,
P00860128,3,2
P00860131,3,0
P00860132,4,0
P00860134,2,0
P00860137,4,1
P00860138,4,1
P00860140,2,1
P00860142,2,2
P00860149,3,2
P00860167,2,0
P00860175,4,1
P00860177,1,0
P00860202,4,0
P00860220,4,0
P00860228,2,1
P00860230,2,0
P00860254,2,1
P00860260,3,0
P00860310,3,3
P00860317,3,1
P00860322,4,0
P00860323,3,
P00860345,4,1
P00860369,3,2
P00860385,3,0
P00860396,3,1
P00860435,3,1
P00860472,2,0
P00860488,3,0
P00860494,3,1
P01297130,2,0
P01297270,3,1
P00860518,3,0
P00860520,3,0
P00860583,3,0
P00860589,3,0
P00860602,2,0
P00860608,3,0
P00860628,2,1
P00860634,2,0
P00860649,2,1
P00860652,2,1
P00860686,2,0
P00860711,2,1
P00860726,2,1
P00860745,2,0
P00860752,5,0
P00860753,2,1
P00860755,1,0
P00860756,2,1
P00860765,2,0
P00860768,2,0
P00860779,2,0
P00860792,2,1
P00860853,2,0
P00860884,3,0
P00860898,3,1
P00860924,2,0
P00860934,2,1
P00860974,2,0
P00860998,3,0
P01306910,5,2
P01307387,5,1
P01307528,5,0
P01307604,6,0
P01307608,5,0
P01307658,4,0
P01307735,5,
P00861021,2,0
P00861027,3,0
P00861047,3,0
P00861061,7,1
P00861107,5,0
P00861124,2,0
P00861162,3,0
P00861182,2,0
P00861192,2,0
P00861206,2,1
P00861208,2,0
P00861211,2,0
P00861234,2,0
P00861255,2,0
P00861380,1,0
P00861383,2,0
P00861402,3,0
P00861445,5,2
P00861478,2,0
P00861486,2,0
P00861504,2,0
P00861514,4,0
P00861521,2,0
P00861553,2,0
P00861611,2,0
P00861647,2,1
P00861704,2,0
P00861729,2,0
P00861760,3,0
P00861787,2,0
P00861847,2,0
P00861901,1,0
P00861932,3,1
P00861979,6,0
P00861986,3,0
P00862017,1,1
P00862054,3,1
P00862076,7,0
P00862078,3,0
P00862090,3,0
P00862140,3,0
P00862156,3,0
P00862220,4,0
P00862222,3,0
P00862255,3,0
P00862268,5,1
P00862271,2,0
P00862284,4,0
P00862299,2,0
P00862301,4,0
P00862373,2,1
P00862423,2,0
P00862438,2,0
P00862472,2,0
P00862527,2,0
P00862539,2,0
P00862558,1,0
P00862564,7,0
P00862636,2,0
P00862641,3,0
P00862649,4,0
P00862658,3,0
P00862665,3,0
P00862688,2,0
P00862690,2,1
P00862701,2,0
P00862725,2,0
P00862726,2,0
P00862777,3,0
P00862809,2,1
P00862810,3,0
P00862866,2,0
P00862876,2,1
P00862880,2,1
P00862901,3,0
P00862923,2,1
P00862935,4,1
P00862946,2,0
P00862956,2,1
P00862986,3,0
P00862988,2,2
P00863016,2,2
P00863064,3,0
P00863068,1,0
P00863109,2,1
P00863122,3,0
P00863137,2,1
P00863138,3,1
P00863140,2,0
P00863150,2,0
P00863154,2,0
P00863184,1,0
P00863185,5,1
P00863194,2,0
P00863208,3,0
P00863221,1,1
P00863227,3,0
P00863228,1,0
P00863231,4,1
P00863275,2,0
P00863301,2,0
P00863312,2,1
P00863411,3,0
P00863414,2,0
P00863415,2,0
P00863420,2,0
P00863421,3,0
P00863433,2,0
P00863435,3,0
P00863472,3,0
P00863473,2,0
P00863487,1,0
P00863513,1,0
P00863523,3,1
P00863544,1,0
P00863551,5,0
P00863554,3,0
P00863558,5,0
P00863576,2,0
P00863593,2,0
P00863596,3,0
P00863609,4,0
P00863623,4,0
P00863626,3,0
P00863648,2,0
P00863656,2,1
P00863661,2,2
P00863664,4,0
P00863665,3,1
P00863672,2,0
P00863678,3,0
P00863691,3,0
P00863707,2,0
P00863710,2,0
P00863711,2,0
P00863714,2,0
P00863720,2,0
P00863748,1,
P00863752,2,0
P00863754,2,0
P00863777,3,0
P00863783,2,0
P00863817,2,0
P00863828,1,0
P00863930,2,0
P00863931,2,1
P00863933,1,0
P00863970,2,0
P00863990,2,0
P00864007,2,0
P00864012,2,0
P00864015,4,1
P00864055,5,1
P00864067,2,0
P00864073,2,0
P00864086,2,1
P00864098,2,0
P00864117,3,1
P00864122,2,0
P00864124,2,0
P00864133,3,2
P00864184,3,0
P00864187,3,0
P00864190,3,0
P00864191,3,0
P00864193,3,0
P00864209,2,0
P00864231,3,0
P00864257,2,1
P00864265,2,
P00864267,3,0
P00864289,2,0
P00864355,3,0
P00864389,2,0
P00864397,2,0
P00864446,2,0
P00864474,3,0
P00864478,3,0
P00864488,3,0
P00864511,5,0
P00864535,2,0
P00864542,3,0
P00864551,3,0
P00864557,3,0
P00864566,4,1
P00864572,2,0
P00864602,1,1
P00864645,4,1
P00864656,5,0
P00864697,3,0
P00864698,5,1
P00864718,3,0
P00864730,2,0
P00864762,2,0
P00864778,3,1
P00864802,1,0
P00864803,2,2
P00864828,3,0
P00864833,3,1
P00864837,3,1
P00864838,2,1
P00864863,2,2
P00864869,3,0
P00864951,2,0
P00864955,3,0
P00864962,3,1
P00864966,3,0
P00865009,2,1
P00865016,1,0
P00865026,3,0
P00865102,2,0
P00865144,2,1
P00865158,3,1
P00865193,2,0
P00865198,6,0
P01344560,7,0
P00865271,2,0
P01344689,4,1
P00865362,2,0
P00865364,2,1
P00865369,2,0
P00865376,2,0
P00865395,2,0
P00865400,2,
P00865418,2,1
P00865419,2,0
P00865432,2,0
P00865435,6,1
P01344976,2,0
P01344983,1,0
P01104124,3,0
P01104179,3,0
P01104096,5,0
P00865458,5,0
P00865460,2,0
P00865468,2,0
P00865471,2,0
P00865473,2,0
P00865484,2,0
P00865489,2,0
P00865503,2,1
P00865520,3,1
P00865554,2,0
P00865591,2,0
P00865632,3,0
P00865633,2,0
P00865648,2,0
P00865651,2,0
P00865664,2,0
P00865667,2,0
P00865678,2,0
P00865688,2,0
P00865698,2,0
P00865713,2,0
P00865749,2,0
P00865765,2,0
P00865774,2,0
P00865775,2,0
P00865796,2,0
P00865807,2,0
P00865831,2,0
P00865851,2,1
P00865859,2,0
P00865880,2,0
P00865943,4,1
P00866000,2,0
P00866049,2,0
P00866063,2,0
P00866141,2,0
P00866242,2,0
P00866359,2,0
P01115208,5,1
P01115215,5,0
P00866368,5,2
P00866369,2,0
P00866377,2,0
P00866398,1,0
P00866402,3,0
P00866424,2,0
P00866430,2,1
P00866476,1,1
P00866485,5,1
P00866620,2,1
P01115581,4,0
P00866639,2,0
P00866645,2,0
P00866654,2,0
P00866689,2,0
P00866711,2,0
P00866829,1,0
P00866830,1,0
P00866886,1,0
P00867016,1,0
P00867023,2,1
P00867049,3,0
P00867056,4,0
P00867060,2,0
P00867063,1,0
P00867080,2,0
P00867184,2,1
P00867189,2,0
P00867214,2,1
P00867232,1,0
P00867269,2,0
P00867275,3,0
P00867280,3,1
P00867294,7,0
P00867300,2,0
P00867309,1,0
P00867311,1,0
P00867314,1,
P00867327,3,0
P00867348,1,0
P00867365,2,0
P00867374,2,0
P00867390,1,0
P00867422,1,0
P00867445,1,0
P00867454,2,1
P00867485,1,0
P00867489,7,0
P00867498,5,1
P00867509,1,0
P00867548,2,0
P00867626,2,0
P00867660,4,0
P00867668,3,0
P00867684,3,0
P00867699,3,0
P00867705,3,0
P00867715,2,0
P00867727,3,0
P00867763,2,0
P00867781,2,0
P00867795,2,1
P00867838,2,0
P00867847,1,0
P00867859,3,0
P00867882,3,0
P00867892,3,0
P00867906,2,0
P00867908,3,0
P00867912,3,1
P00867930,2,1
P00867931,2,0
P00867944,2,0
P00867950,2,0
P00867957,1,1
P00867958,2,0
P00867991,2,0
P00867996,2,0
P00868014,2,1
P00868019,2,0
P00868049,2,0
P00868051,2,0
P00868103,2,0
P00868109,3,0
P00868117,1,0
P00868133,1,1
P00868146,2,0
P00868159,2,0
P00868163,2,0
P00868185,7,0
P00868213,4,0
P00868222,2,0
P00868283,1,0
P00868315,2,0
P00868331,2,0
P01128480,4,0
P00868345,2,0
P00868355,2,0
P00868368,2,0
P00868383,2,0
P00868395,2,0
P00868412,1,0
P00868428,2,0
P01128564,4,0
P00868431,2,0
P00868444,1,0
P00868446,3,0
P00868457,2,0
P00868459,2,2
P00868485,2,1
P00868517,2,2
P00868526,3,0
P00868563,1,1
P00868586,1,2
P00868595,2,2
P00868598,5,0
P00868617,2,0
P00868647,2,0
P00868649,2,0
P00868673,3,0
P00868683,2,0
P00868692,3,2
P00868727,5,0
P00868763,2,0
P00868766,3,0
P00868773,2,0
P00868783,2,0
P00868788,1,
P00868794,2,0
P00868818,2,0
P00868823,1,
P00868827,2,0
P00868828,2,0
P00868845,1,2
P00868863,2,0
P00868867,2,0
P00868895,2,0
P00868905,2,0
P00868963,2,0
P00868977,2,0
P00868984,2,0
P00869007,2,0
P00869038,5,1
P00869043,1,1
P00869054,4,1
P00869065,2,0
P00869067,2,0
P00869091,1,1
P00869101,5,1
P00869108,3,0
P00869132,1,
P00869136,3,0
P00869141,2,2
P00869151,3,0
P00869154,2,2
P00869174,2,2
P00869180,2,2
P00869190,2,2
P00869196,3,0
P00869230,2,2
P00869238,1,1
P00869246,2,2
P00869247,3,0
P00869276,1,0
P00869290,2,2
P00869312,2,2
P00869348,1,1
P00869359,2,0
P00869396,1,1
P00869399,2,0
P00869404,3,0
P00869421,5,1
P00869436,2,2
P00869456,2,0
P00869463,2,0
P00869485,3,0
P00869530,2,2
P00869564,2,0
P00869576,2,0
P00869580,2,2
P00869613,1,2
P00869651,2,0
P00869654,2,1
P00869658,3,0
P00869714,4,1
P00869720,3,0
P00869722,3,1
P00869743,2,0
P00869791,3,0
P00869813,1,1
P00869828,2,0
P00869845,3,0
P00869857,3,0
P00869858,3,0
P00869925,4,1
P00869939,2,0
P00869959,2,0
P00869970,3,0
P00869982,3,0
P00869996,2,1
P00870063,2,0
P00870071,2,0
P00870103,2,0
P00870114,2,0
P00870132,2,0
P01155502,2,0
P00870145,7,0
P00870150,2,0
P00870155,5,0
P00870168,3,0
P00870205,2,0
P00870226,1,1
P00870235,1,0
P00870239,2,0
P00870299,2,0
P00870351,2,0
P00870395,1,0
P00870396,1,1
P00870418,2,0
P00870431,2,0
P00870433,2,0
P00870493,1,1
P00870562,1,2
P00870616,5,1
P00870663,1,0
P00870671,1,2
P00870682,1,0
P00870733,2,0
P00870739,1,0
P00870749,2,0
P00870765,2,0
P00870778,2,0
P00870801,2,0
P00870809,2,1
P00870855,2,0
P00870874,2,0
P00870895,2,0
P00870896,2,1
P00870914,2,0
P00870929,2,1
P00870967,2,0
P00871018,1,1
P00871023,2,0
P00871044,3,1
P00871113,2,0
P00871119,2,0
P00871120,2,0
P00871142,2,0
P00871144,2,0
P00871145,2,1
P00871168,4,1
P00871228,7,0
P00871244,2,0
P00871315,4,0
P00871317,2,0
P00871319,4,1
P00871352,2,0
P00871394,2,0
P00871467,1,0
P00871471,2,0
P00871515,3,1
P00871560,3,0
P00871633,2,0
P01169294,5,1
P01169234,2,1
P00871694,2,1
P00871700,2,0
P00871724,1,0
P00871746,4,1
P00871790,2,0
P00871797,2,0
P00871804,2,0
P00871810,1,0
P00871824,2,0
P00871855,2,1
P00871883,1,0
P00871930,2,0
P00871947,1,0
P00871948,2,0
P00871949,2,0
P00871998,2,0
P00872028,1,0
P00872034,1,0
P00872035,1,0
P00872072,1,0
P00872083,1,0
P00872107,1,0
P00872128,1,0
P00872139,1,0
P00872209,1,0
P00872218,2,0
P00872219,4,1
P00872232,1,0
P00872256,1,0
P00872261,2,0
P00872263,1,0
P00872293,2,0
P00872352,5,1
P00872403,2,0
P01188356,2,1
P00872514,2,0
P00872549,6,0
P00872573,5,1
P00872584,6,0
P00872661,2,0
P00872691,1,0
P00872695,1,0
P00872730,2,0
P00872776,3,1
P00872870,2,0
P00872878,1,0
P00872883,1,0
P01090898,2,0
P01188547,5,1
P00872899,2,1
P00872913,2,0
P00872983,2,0
P00873032,2,0
P00873033,2,0
P01189903,5,0
P01189905,2,0
P01345480,4,0
P01190031,2,
P00873046,1,1
P00873053,2,0
P00873069,7,1
P00873090,2,0
P00873092,2,0
P00873112,2,0
P00873123,2,0
P00873161,1,1
P00873167,2,0
P01206201,2,0
P01206528,2,0
P01206617,3,1
P01206804,4,0
P01207165,5,0
P01207178,4,0
P00873278,3,1
P00873338,2,0
P00873402,2,0
P00873413,2,0
P01237372,2,0
P00873416,2,0
P00873423,2,0
P01237350,5,1
P00873468,2,2
P00873470,5,1
P00873474,4,1
P00873479,4,0
P00873491,7,0
P00873498,1,0
P00873514,5,1
P00873528,1,1
P00873637,2,0
P00873641,2,0
P00873777,4,0
P00873791,1,0
P00873843,3,0
P00873864,5,2
P00873884,1,0
P00873894,1,3
P00873914,1,
P01237678,7,1
P01237897,5,0
P00874016,2,0
P00874037,5,0
P01237805,7,
P00874125,1,0
P00874128,1,0
P00874181,5,0
P00874183,2,0
P00874236,1,0
P00874307,2,1
P01102330,5,0
P00874329,5,0
P00874332,1,0
P00874341,2,0
P01259798,4,0
P01259807,2,0
P01090903,5,0
P01259876,3,0
P01282955,5,1
P01282981,7,0
P01282851,4,0
P01283406,3,0
P01283477,2,0
P01283495,3,0
P01283538,7,0
P00874369,2,0
P01283789,4,0
P01345481,5,0
P01345482,5,0
P01283917,5,0
P01090904,6,1
P01284431,5,0
P01293302,3,0
P01293756,2,0
P00874395,2,1
P01294016,4,0
P01294153,4,1
P00874398,2,0
P01303210,5,0
P01303037,3,2
P01304222,2,0
P01306069,5,0
P01345484,5,1
P01313944,7,0
P01314023,3,0
P01314328,2,0
P01314470,7,0
P01315011,3,0
P01315063,3,2
P01315351,7,0
P01315414,2,1
P01323181,4,0
P01323189,2,0
P01315260,5,1
P01323380,6,0
P01323452,2,1
P01323540,2,0
P01323598,5,0
P01323602,1,0
P01323639,3,1
P01323798,5,0
P01323822,3,1
P01323705,5,0
P01323713,3,0
P01324367,3,1
P01334460,2,0
P01334568,3,0
P01334570,7,2
P01334679,4,1
P01334819,5,0
P01334862,4,0
P01334874,2,1
P01335056,4,0
P01335226,3,0
P01335709,2,1
P01335755,3,0
P00874441,3,0
P00874443,2,1
P01342617,7,0
P01342786,2,0
P01342808,4,1
P01343016,2,1
P01343076,5,1
P01344022,2,0
P01344063,5,0
P01106437,2,3
P00874465,5,1
P01106903,4,1
P00874477,3,0
P00874478,7,0
P00874487,2,0
P00874491,1,0
P00874495,3,0
P00874510,2,0
P00874514,2,0
P00874515,5,1
P00874522,2,0
P00874542,1,
P00874547,3,0
P00874579,2,2
P00874580,3,2
P00874621,2,0
P00874631,3,2
P00874635,2,
P00874682,2,0
P01115855,3,0
